,R_LH,R_LH0,R_ROD,R_ON,R_FH,R_ONFH,R_M,R_SLH,LH0_ON,LH0_FH,LH0_ONFH,LH0_M,LH0_SLH,LH0_ROD,ON_FH,ON_ONFH,ON_M,ON_SLH,ON_ROD,FH_ONFH,FH_M,FH_SLH,FH_ROD,ONFH_M,ONFH_SLH,ONFH_ROD,M_SLH,M_ROD,SLH_ROD
1232,1.531649674,-0.521100947,-0.636644706,0.098277556,0.403609835,0.358589003,-0.977919527,-0.331742763,2,2,2,3,3,3,0,0,1,1,1,0,1,1,1,1,1,1,3,3,3
1233,0.127243862,1.531649674,-1.301431939,-1.301431939,-0.396051812,-1.330455837,-1.05390235,0.948789063,1,1,1,1,0,1,3,3,3,2,3,3,3,2,3,3,2,3,2,3,1
1234,-0.034457693,0.125485531,0.615424853,-0.49628435,0.394165853,-0.129002587,0.925784263,0.246238564,1,0,1,0,0,0,2,3,2,2,2,1,0,0,0,2,2,2,0,0,0
1235,-0.754429256,-0.036203131,-0.80405718,-1.781635882,-0.357659067,-1.756611834,1.345397604,-0.972307279,3,3,3,2,3,3,3,3,2,3,3,3,2,3,3,2,3,3,1,1,3
1236,0.394165853,-0.755589062,-1.452057082,-0.14837614,0.779003367,0.380065213,-1.927383918,-0.919110881,3,2,2,3,3,3,2,2,3,3,3,0,1,1,1,1,1,1,3,3,3
1237,0.729164272,0.3932234,0.308790544,1.452057082,-0.44657159,1.099048998,-0.51611238,-0.944693086,0,1,0,1,1,0,1,0,1,1,0,2,3,3,2,1,1,0,3,2,2
1238,0.291455657,0.728026969,1.067680674,0.263356813,1.160123302,0.881183496,0.850728888,-0.417843918,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,2
1239,-1.452057082,0.290545761,-1.144873275,-0.80164949,-0.704356392,-1.019568408,-0.936548306,0.452360849,1,1,1,1,0,1,3,3,3,2,3,3,3,2,3,3,2,3,2,3,1
1240,-0.498258268,-1.45456459,-1.078538927,0.917781112,-2.468450619,-1.394431983,0.102660495,-0.923109977,2,3,3,2,3,3,1,1,0,1,1,3,2,3,3,2,3,3,1,1,3
1241,-1.227713258,-0.499245955,1.874287971,0.725755183,1.265654672,1.252169787,1.666140388,0.8113084,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
